标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1591446186|gb|MK548537.1| Aeromonas hydrophila strain K31 16S ribosomal RNA gene, partial sequence >gi|2717490243|gb|PP666848.1| Aeromonas hydrophila strain HL0410 16S ribosomal RNA gene, partial sequence",1437,MK548537.1,Aeromonas hydrophila,Aeromonas,strain K31,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1118,99.64%,0,2-1123,1434-313
"gi|1866577275|gb|MT730008.1| Aeromonas hydrophila strain D7 16S ribosomal RNA gene, partial sequence",1450,MT730008.1,Aeromonas hydrophila,Aeromonas,strain D7,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1118,99.64%,0,2-1123,1440-319
"gi|1591446174|gb|MK548525.1| Aeromonas veronii strain K17 16S ribosomal RNA gene, partial sequence >gi|1591446185|gb|MK548536.1| Aeromonas veronii strain K30 16S ribosomal RNA gene, partial sequence",1438,MK548525.1,Aeromonas veronii,Aeromonas,strain K17,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1118,99.64%,0,2-1123,1437-316
"gi|441431742|gb|KC202281.1| Aeromonas hydrophila strain S5-41 16S ribosomal RNA gene, partial sequence",1452,KC202281.1,Aeromonas hydrophila,Aeromonas,strain S5-41,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1118,99.64%,0,2-1123,1442-321
"gi|2592603950|gb|OR673529.1| Aeromonas veronii strain 108 16S ribosomal RNA gene, partial sequence",1442,OR673529.1,Aeromonas veronii,Aeromonas,strain 108,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1121,1117,99.64%,0,3-1123,1438-318
"gi|2053431730|gb|MZ393771.1| Aeromonas veronii strain X1 16S ribosomal RNA gene, partial sequence",1442,MZ393771.1,Aeromonas veronii,Aeromonas,strain X1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1121,1117,99.64%,0,3-1123,1438-318
"gi|2327511129|gb|OP800197.1| Aeromonas veronii strain CH-GX-SL120-2-2022 16S ribosomal RNA gene, partial sequence",1435,OP800197.1,Aeromonas veronii,Aeromonas,strain CH-GX-SL120-2-2022,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1118,99.55%,1,2-1123,1434-312
"gi|1023530398|gb|KU159249.1| Aeromonas sp. WR-10 16S ribosomal RNA gene, partial sequence",1444,KU159249.1,Aeromonas sp,Aeromonas,,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1123,1118,99.55%,1,1-1123,1438-317
"gi|329745500|gb|JF490063.1| Aeromonas veronii strain w-s-03 16S ribosomal RNA gene, partial sequence",1441,JF490063.1,Aeromonas veronii,Aeromonas,strain w-s-03,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,0,2-1123,1434-313
"gi|572168590|gb|KC969083.1| Aeromonas veronii strain OKF10 16S ribosomal RNA gene, partial sequence",1448,KC969083.1,Aeromonas veronii,Aeromonas,strain OKF10,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,0,2-1123,1437-316
"gi|387862753|gb|JQ013893.1| Aeromonas veronii strain x-n-602 16S ribosomal RNA gene, partial sequence",1439,JQ013893.1,Aeromonas veronii,Aeromonas,strain x-n-602,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,0,2-1123,1437-316
"gi|1591446162|gb|MK548513.1| Aeromonas allosaccharophila strain K1 16S ribosomal RNA gene, partial sequence",1433,MK548513.1,Aeromonas allosaccharophila,Aeromonas,strain K1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,0,2-1123,1430-309
"gi|2425237234|gb|OQ217260.1| Uncultured Aeromonas sp. clone 8-FFC-5 16S ribosomal RNA gene, partial sequence",1422,OQ217260.1,Uncultured,Uncultured,clone 8-FFC-5,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1116,99.47%,0,2-1123,1422-301
"gi|2425237925|gb|OQ217607.1| Uncultured Aeromonas sp. clone 18-SxT-12 16S ribosomal RNA gene, partial sequence",1435,OQ217607.1,Uncultured,Uncultured,clone 18-SxT-12,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1431-311
"gi|2705458461|gb|PP549632.1| Aeromonas veronii strain BLS1 16S ribosomal RNA gene, partial sequence",1435,PP549632.1,Aeromonas veronii,Aeromonas,strain BLS1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1429-309
"gi|2425237220|gb|OQ217253.1| Uncultured Aeromonas sp. clone 8-RIF-18 16S ribosomal RNA gene, partial sequence",1432,OQ217253.1,Uncultured,Uncultured,clone 8-RIF-18,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1426-306
"gi|2425237260|gb|OQ217273.1| Uncultured Aeromonas sp. clone 8-FFC-18 16S ribosomal RNA gene, partial sequence",1432,OQ217273.1,Uncultured,Uncultured,clone 8-FFC-18,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1426-306
"gi|2593243345|gb|OR687221.1| Aeromonas veronii strain 245 16S ribosomal RNA gene, partial sequence",1441,OR687221.1,Aeromonas veronii,Aeromonas,strain 245,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1435-315
"gi|2425237196|gb|OQ217241.1| Uncultured Aeromonas sp. clone 8-RIF-6 16S ribosomal RNA gene, partial sequence",1432,OQ217241.1,Uncultured,Uncultured,clone 8-RIF-6,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1426-306
"gi|2437729245|gb|OQ352594.1| Aeromonas sp. strain ssqy1 16S ribosomal RNA gene, partial sequence",1445,OQ352594.1,Aeromonas sp,Aeromonas,strain ssqy1,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1122,1117,99.55%,1,2-1123,1436-316
