标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2634401032|gb|OR958574.1| Exiguobacterium acetylicum strain MS-B 16S ribosomal RNA gene, partial sequence",1527,OR958574.1,Exiguobacterium acetylicum,Exiguobacterium,strain MS-B,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1483-449
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1028,98.85%,6,7-1045,147985-146951
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1028,98.85%,6,7-1045,474402-473368
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1043,1030,98.75%,6,4-1045,2851529-2852566
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1027,98.75%,6,7-1045,11791-10757
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1027,98.75%,6,7-1045,36666-35632
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1027,98.75%,6,7-1045,83216-82182
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1027,98.75%,6,7-1045,88818-87784
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1026,98.65%,6,7-1045,30768-29734
"gi|2800727153|gb|CP126135.1| Exiguobacterium acetylicum strain G1-33 chromosome, complete genome",3106879,CP126135.1,Exiguobacterium acetylicum,Exiguobacterium,strain G1-33,,complete genome,1,0.00e+00,1040,1026,98.65%,6,7-1045,702650-701616
"gi|2691248004|gb|PP423776.1| Marine bacterium strain ST1030 16S ribosomal RNA gene, partial sequence",1435,PP423776.1,Marine bacterium,Marine,strain ST1030,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1435-401
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1040,1028,98.85%,6,7-1045,681465-680431
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1043,1029,98.66%,6,4-1045,2834369-2835406
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1040,1026,98.65%,7,7-1045,455391-454358
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1042,1027,98.56%,8,7-1045,11792-10756
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1043,1027,98.47%,9,7-1045,88862-87825
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1042,1025,98.37%,8,7-1045,30785-29749
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1046,1028,98.28%,12,7-1045,83240-82200
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1043,1024,98.18%,10,7-1045,36682-35646
"gi|2663195100|gb|CP142850.1| Exiguobacterium sp. 9-2 chromosome, complete genome",3064689,CP142850.1,Exiguobacterium sp,Exiguobacterium,,,complete genome,1,0.00e+00,1046,1026,98.09%,12,7-1045,148042-147002
"gi|1772150321|gb|MN636679.1| Exiguobacterium indicum strain BDNA-E69 16S ribosomal RNA gene, partial sequence",1499,MN636679.1,Exiguobacterium indicum,Exiguobacterium,strain BDNA-E69,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1462-428
"gi|1181747177|gb|KY883996.1| Exiguobacterium sp. strain DE017 16S ribosomal RNA gene, partial sequence",1501,KY883996.1,Exiguobacterium sp,Exiguobacterium,strain DE017,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1474-440
"gi|2592603964|gb|OR673543.1| Exiguobacterium indicum strain 147 16S ribosomal RNA gene, partial sequence",1463,OR673543.1,Exiguobacterium indicum,Exiguobacterium,strain 147,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1455-421
"gi|1187633177|gb|KY316499.1| Exiguobacterium acetylicum strain ZLynn500-4 16S ribosomal RNA gene, partial sequence",1454,KY316499.1,Exiguobacterium acetylicum,Exiguobacterium,strain ZLynn500-4,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1040,1028,98.85%,6,7-1045,1433-399
