标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|1728918922|gb|MN367960.1| Bacillus licheniformis strain WS04 16S ribosomal RNA gene, partial sequence",1451,MN367960.1,Bacillus licheniformis,Bacillus,strain WS04,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1112,1112,100.00%,0,1-1112,1449-338
"gi|1728918922|gb|MN367960.1| Bacillus licheniformis strain WS04 16S ribosomal RNA gene, partial sequence",1451,MN367960.1,Bacillus licheniformis,Bacillus,strain WS04,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1112,1112,100.00%,0,1-1112,1449-338
"gi|1492522535|gb|MK063795.1| Bacillus sp. (in: Bacteria) strain B8-023 16S ribosomal RNA gene, partial sequence",1450,MK063795.1,Bacillus sp,Bacillus,strain B8-023,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1112,1112,100.00%,0,1-1112,1448-337
"gi|1351314543|gb|MH000674.1| Bacillus licheniformis strain T7 16S ribosomal RNA gene, partial sequence",1454,MH000674.1,Bacillus licheniformis,Bacillus,strain T7,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1449-339
"gi|1351314543|gb|MH000674.1| Bacillus licheniformis strain T7 16S ribosomal RNA gene, partial sequence",1454,MH000674.1,Bacillus licheniformis,Bacillus,strain T7,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1449-339
"gi|2181618556|gb|OM333222.1| Bacillus paralicheniformis strain QM26-qm 16S ribosomal RNA gene, partial sequence",1454,OM333222.1,Bacillus paralicheniformis,Bacillus,strain QM26-qm,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1448-338
"gi|1482844461|gb|MH305328.1| Bacillus licheniformis strain BRM043913 16S ribosomal RNA gene, partial sequence",1445,MH305328.1,Bacillus licheniformis,Bacillus,strain BRM043913,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1436-326
"gi|375127273|gb|JQ388689.1| Bacillus licheniformis strain RK 202 16S ribosomal RNA gene, partial sequence",1458,JQ388689.1,Bacillus licheniformis,Bacillus,strain RK,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1450-340
"gi|854906661|gb|KP686132.1| Bacillus licheniformis strain Q63 16S ribosomal RNA gene, partial sequence",1459,KP686132.1,Bacillus licheniformis,Bacillus,strain Q63,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1451-341
"gi|2274939143|gb|OP035868.1| Bacillus licheniformis strain RX3 16S ribosomal RNA gene, partial sequence",1451,OP035868.1,Bacillus licheniformis,Bacillus,strain RX3,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1447-337
"gi|2645637601|gb|PP092122.1| Bacillus paralicheniformis strain HNXS-W12 16S ribosomal RNA gene, partial sequence",1455,PP092122.1,Bacillus paralicheniformis,Bacillus,strain HNXS-W12,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1450-340
"gi|1886308807|gb|MT856257.1| Bacillus paralicheniformis strain LZ13-37 16S ribosomal RNA gene, partial sequence",1446,MT856257.1,Bacillus paralicheniformis,Bacillus,strain LZ13-37,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1441-331
"gi|2181156134|gb|OM320451.1| Bacillus paralicheniformis strain WR723-qm 16S ribosomal RNA gene, partial sequence",1452,OM320451.1,Bacillus paralicheniformis,Bacillus,strain WR723-qm,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1448-338
"gi|1129645787|gb|KU922429.1| Bacillus licheniformis strain I100 16S ribosomal RNA gene, partial sequence",1442,KU922429.1,Bacillus licheniformis,Bacillus,strain I100,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1440-330
"gi|1129645787|gb|KU922429.1| Bacillus licheniformis strain I100 16S ribosomal RNA gene, partial sequence",1442,KU922429.1,Bacillus licheniformis,Bacillus,strain I100,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1111,1111,100.00%,0,2-1112,1440-330
"gi|1434112859|gb|MG833400.1| Bacterium strain NYL26 16S ribosomal RNA gene, partial sequence",1431,MG833400.1,Bacterium,Bacterium,strain NYL26,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1110,1110,100.00%,0,3-1112,1429-320
"gi|2874246685|gb|PQ813725.1| Bacillus paralicheniformis strain A64 16S ribosomal RNA gene, partial sequence",1457,PQ813725.1,Bacillus paralicheniformis,Bacillus,strain A64,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1109,1109,100.00%,0,4-1112,1449-341
"gi|2874246685|gb|PQ813725.1| Bacillus paralicheniformis strain A64 16S ribosomal RNA gene, partial sequence",1457,PQ813725.1,Bacillus paralicheniformis,Bacillus,strain A64,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1109,1109,100.00%,0,4-1112,1449-341
"gi|2871829371|gb|PQ780017.1| Bacillota bacterium strain ZHCPRcN51 16S ribosomal RNA gene, partial sequence",1457,PQ780017.1,Bacillota bacterium,Bacillota,strain ZHCPRcN51,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1109,1109,100.00%,0,4-1112,1448-340
"gi|2871829371|gb|PQ780017.1| Bacillota bacterium strain ZHCPRcN51 16S ribosomal RNA gene, partial sequence",1457,PQ780017.1,Bacillota bacterium,Bacillota,strain ZHCPRcN51,16S ribosomal RNA gene,partial sequence,1,0.00e+00,1109,1109,100.00%,0,4-1112,1448-340
